最热图片地址,最热热度,最热歌曲名,最热来自,最热类型,最新图片地址,最新热度,最新歌曲名,最新来自,最新类型
"http://hiphotos.qianqian.com/ting/pic/item/fc1f4134970a304e9b73627ad0c8a786c8175cd9.jpg@s_1,w_300,h_300",24万,青春路上的同路人,by , 只吃胡萝卜,"http://hiphotos.qianqian.com/ting/pic/item/fc1f4134970a304e9b73627ad0c8a786c8175cd9.jpg@s_1,w_300,h_300",24万,青春路上的同路人,by , 只吃胡萝卜
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a84a79778a01e906ec7f34108801c2dc.jpg@s_1,w_300,h_300",5万,爱上你是我最幸福的事,by , 弱水悠悠,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a84a79778a01e906ec7f34108801c2dc.jpg@s_1,w_300,h_300",5万,爱上你是我最幸福的事,by , 弱水悠悠
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/00014ff1872e932fabf4b0fba196fcc6.jpg@s_1,w_300,h_300",11万,不朽的经典曲目,by , 泡泡芭比糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/00014ff1872e932fabf4b0fba196fcc6.jpg@s_1,w_300,h_300",11万,不朽的经典曲目,by , 泡泡芭比糖
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/bd73c08bd85f8945ab56501629e90298.jpg@s_1,w_300,h_300",5万,只有摇滚才是我的解药！,by , 傲娇娇,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/bd73c08bd85f8945ab56501629e90298.jpg@s_1,w_300,h_300",5万,只有摇滚才是我的解药！,by , 傲娇娇
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/3c1b3a1d8de279b163536adc4cbaf43c.jpg@s_1,w_300,h_300",6万,当电子遇上纯音乐,by , 一杯清茶和老歌,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/3c1b3a1d8de279b163536adc4cbaf43c.jpg@s_1,w_300,h_300",6万,当电子遇上纯音乐,by , 一杯清茶和老歌
"http://hiphotos.qianqian.com/ting/pic/item/574e9258d109b3dead11a28acebf6c81810a4ca1.jpg@s_1,w_300,h_300",4万,十首老歌，让你的生活充满正能量,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/574e9258d109b3dead11a28acebf6c81810a4ca1.jpg@s_1,w_300,h_300",4万,十首老歌，让你的生活充满正能量,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/ca1349540923dd549e8c4492d509b3de9d824849.jpg@s_1,w_300,h_300",25万,必听的后摇轻音乐佳作,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/ca1349540923dd549e8c4492d509b3de9d824849.jpg@s_1,w_300,h_300",25万,必听的后摇轻音乐佳作,by , 太合音乐人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/951f99117e97386e9a7cbd84df960c91.jpg@s_1,w_300,h_300",2万,天冷一起来撸猫,by , shaozhuo111,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/951f99117e97386e9a7cbd84df960c91.jpg@s_1,w_300,h_300",2万,天冷一起来撸猫,by , shaozhuo111
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b4e65defc456ac6d3362073783974fd9.jpg@s_1,w_300,h_300",6万,那些经典的日式剧情游戏用曲,by , 野生的Android兽出..,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b4e65defc456ac6d3362073783974fd9.jpg@s_1,w_300,h_300",6万,那些经典的日式剧情游戏用曲,by , 野生的Android兽出..
"http://hiphotos.qianqian.com/ting/pic/item/30adcbef76094b36d053d66da2cc7cd98c109d69.jpg@s_1,w_300,h_300",1万,E神,by , 孔了个孔小明,"http://hiphotos.qianqian.com/ting/pic/item/30adcbef76094b36d053d66da2cc7cd98c109d69.jpg@s_1,w_300,h_300",1万,E神,by , 孔了个孔小明
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/695b9610d75904ab860f5606844ffbf6.jpg@s_1,w_300,h_300",1万,一首英伦一首诗,by , 黑金时代,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/695b9610d75904ab860f5606844ffbf6.jpg@s_1,w_300,h_300",1万,一首英伦一首诗,by , 黑金时代
"http://hiphotos.qianqian.com/ting/pic/item/cb8065380cd79123f48da37da8345982b2b7804d.jpg@s_1,w_300,h_300",147万,那些值得单曲循环的华语歌曲,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/cb8065380cd79123f48da37da8345982b2b7804d.jpg@s_1,w_300,h_300",147万,那些值得单曲循环的华语歌曲,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/aa18972bd40735fa0f2d83399f510fb30e240855.jpg@s_1,w_300,h_300",2万,这是我给你唱的那首歌,by , 孔了个孔小明,"http://hiphotos.qianqian.com/ting/pic/item/aa18972bd40735fa0f2d83399f510fb30e240855.jpg@s_1,w_300,h_300",2万,这是我给你唱的那首歌,by , 孔了个孔小明
"http://hiphotos.qianqian.com/ting/pic/item/80cb39dbb6fd52663441fe94aa18972bd50736cc.jpg@s_1,w_300,h_300",78万,KTV疗伤必备曲,by , 知性DJ-狗子,"http://hiphotos.qianqian.com/ting/pic/item/80cb39dbb6fd52663441fe94aa18972bd50736cc.jpg@s_1,w_300,h_300",78万,KTV疗伤必备曲,by , 知性DJ-狗子
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/3f652c06823e5a6a50b75d863071392b.jpg@s_1,w_300,h_300",7万,粤语|用情至深，感同身受,by , 爱吃饭团的小泽泽,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/3f652c06823e5a6a50b75d863071392b.jpg@s_1,w_300,h_300",7万,粤语|用情至深，感同身受,by , 爱吃饭团的小泽泽
"http://hiphotos.qianqian.com/ting/pic/item/55e736d12f2eb9381087b872d4628535e4dd6f4c.jpg@s_1,w_300,h_300",31万,可不可以不勇敢,by , 神奇的二哈,"http://hiphotos.qianqian.com/ting/pic/item/55e736d12f2eb9381087b872d4628535e4dd6f4c.jpg@s_1,w_300,h_300",31万,可不可以不勇敢,by , 神奇的二哈
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/28313ee436319283cb1476564ca0c756.jpg@s_1,w_300,h_300",4万,岁月在墙上剥落,by , 泡泡芭比糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/28313ee436319283cb1476564ca0c756.jpg@s_1,w_300,h_300",4万,岁月在墙上剥落,by , 泡泡芭比糖
"http://business.cdn.qianqian.com/qianqian/pic/bos_client_c629e17917c4a9ad2defa76ce3aa87b3.jpg@s_1,w_300,h_300",18万,致青春期的台语女声,by , super悟空,"http://business.cdn.qianqian.com/qianqian/pic/bos_client_c629e17917c4a9ad2defa76ce3aa87b3.jpg@s_1,w_300,h_300",18万,致青春期的台语女声,by , super悟空
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e5ed1f99c093820e37198777d183ca99.jpg@s_1,w_300,h_300",2万,孤芳自赏的另类摇滚,by , 来罐82年的可乐吧,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e5ed1f99c093820e37198777d183ca99.jpg@s_1,w_300,h_300",2万,孤芳自赏的另类摇滚,by , 来罐82年的可乐吧
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ebe5de5183e1b9ce7f305a95c9b71b57.jpg@s_1,w_300,h_300",7万,答应我，听完不要笑,by , 人字健人,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ebe5de5183e1b9ce7f305a95c9b71b57.jpg@s_1,w_300,h_300",7万,答应我，听完不要笑,by , 人字健人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/c162eeab7b3a1e0c07f812c0d035e745.jpg@s_1,w_300,h_300",4万,帮你一秒恢复元气的小旋律,by , 只吃胡萝卜,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/c162eeab7b3a1e0c07f812c0d035e745.jpg@s_1,w_300,h_300",4万,帮你一秒恢复元气的小旋律,by , 只吃胡萝卜
"http://musicugc.qianqian.com/ugcdiy/pic/f6d710425559611d42e93e9513e84d08.jpg@s_1,w_300,h_300",3万,给你欢乐节奏，来场跨年派对！,by , 周截棍的双杰伦,"http://musicugc.qianqian.com/ugcdiy/pic/f6d710425559611d42e93e9513e84d08.jpg@s_1,w_300,h_300",3万,给你欢乐节奏，来场跨年派对！,by , 周截棍的双杰伦
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/88cd8807be70d96477b0b89c1f52ca78.jpg@s_1,w_300,h_300",4万,这些洗脑神曲你听过吗？,by , Tai乐之声,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/88cd8807be70d96477b0b89c1f52ca78.jpg@s_1,w_300,h_300",4万,这些洗脑神曲你听过吗？,by , Tai乐之声
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/688d31456b1b73206f1ede9145b11f76.jpg@s_1,w_300,h_300",5万,每一首都充满了青春的气息,by , 陌咩咩,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/688d31456b1b73206f1ede9145b11f76.jpg@s_1,w_300,h_300",5万,每一首都充满了青春的气息,by , 陌咩咩
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/272561a1f562580a170fa17c7069d420.jpg@s_1,w_300,h_300",4万,2017上半年度·最佳专辑精选,by , 乐坛大湿兄,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/272561a1f562580a170fa17c7069d420.jpg@s_1,w_300,h_300",4万,2017上半年度·最佳专辑精选,by , 乐坛大湿兄
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/eee1b66baf2f8c2327c96e2ce8addd96.jpg@s_1,w_300,h_300",14万,KTV必备炫技神曲 ,by , super悟空,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/eee1b66baf2f8c2327c96e2ce8addd96.jpg@s_1,w_300,h_300",14万,KTV必备炫技神曲 ,by , super悟空
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/d8029b64fd4a04be0cbaad41a05224d1.jpg@s_1,w_300,h_300",12万,不可错过的电影插曲,by , 多的是气质,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/d8029b64fd4a04be0cbaad41a05224d1.jpg@s_1,w_300,h_300",12万,不可错过的电影插曲,by , 多的是气质
"http://hiphotos.qianqian.com/ting/pic/item/023b5bb5c9ea15ce85e977acb5003af33a87b214.jpg@s_1,w_300,h_300",96万,生命不息摇滚不止,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/023b5bb5c9ea15ce85e977acb5003af33a87b214.jpg@s_1,w_300,h_300",96万,生命不息摇滚不止,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/9c16fdfaaf51f3de238e75e495eef01f3a297976.jpg@s_1,w_300,h_300",21万,摇滚的种子,by , 电影怪蜀黍,"http://hiphotos.qianqian.com/ting/pic/item/9c16fdfaaf51f3de238e75e495eef01f3a297976.jpg@s_1,w_300,h_300",21万,摇滚的种子,by , 电影怪蜀黍
"http://business.cdn.qianqian.com/qianqian/pic/bos_client_9ec92e8dd381cb1cf8682f310d0d2d59.jpg@s_1,w_300,h_300",4万,旅行时一定要来点快乐的节奏,by , 带着音乐去旅行,"http://business.cdn.qianqian.com/qianqian/pic/bos_client_9ec92e8dd381cb1cf8682f310d0d2d59.jpg@s_1,w_300,h_300",4万,旅行时一定要来点快乐的节奏,by , 带着音乐去旅行
"http://hiphotos.qianqian.com/ting/pic/item/d833c895d143ad4b497421cb80025aafa40f0666.jpg@s_1,w_300,h_300",10万,汪峰2013全新专辑三首新歌独家抢听！,by , 爱上喵星人,"http://hiphotos.qianqian.com/ting/pic/item/d833c895d143ad4b497421cb80025aafa40f0666.jpg@s_1,w_300,h_300",10万,汪峰2013全新专辑三首新歌独家抢听！,by , 爱上喵星人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0aaa8ac8360368b1dadbb44f4d84a8ba.jpg@s_1,w_300,h_300",9万,一首民谣，便唱尽了诗意的远方,by , 麦芽糖糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0aaa8ac8360368b1dadbb44f4d84a8ba.jpg@s_1,w_300,h_300",9万,一首民谣，便唱尽了诗意的远方,by , 麦芽糖糖
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/259e282831feb0da60f5bd75bbd8e59d.jpg?authorization=bce-auth-v1/e6ebbb26f10846d4b2e689d58bee0357/2017-06-16T10:34:02Z/-1//27ee12891cf35e3e5f48d19e30eadf8564d8013e910962156867e124062d61d6@s_1,w_300,h_300",3万,粤语流行 | 2010-2017精选,by , 曲库图书馆,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/259e282831feb0da60f5bd75bbd8e59d.jpg?authorization=bce-auth-v1/e6ebbb26f10846d4b2e689d58bee0357/2017-06-16T10:34:02Z/-1//27ee12891cf35e3e5f48d19e30eadf8564d8013e910962156867e124062d61d6@s_1,w_300,h_300",3万,粤语流行 | 2010-2017精选,by , 曲库图书馆
"http://hiphotos.qianqian.com/ting/pic/item/3b292df5e0fe99255335fb4137a85edf8db171e2.jpg@s_1,w_300,h_300",27万,因为一首歌爱上一个人,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/3b292df5e0fe99255335fb4137a85edf8db171e2.jpg@s_1,w_300,h_300",27万,因为一首歌爱上一个人,by , 千千音乐
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/699405c6799b8afdd868a848cf0143ea.jpg@s_1,w_300,h_300",6万, 2017公告牌音乐大奖提名名单,by , 人字健人,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/699405c6799b8afdd868a848cf0143ea.jpg@s_1,w_300,h_300",6万, 2017公告牌音乐大奖提名名单,by , 人字健人
"http://hiphotos.qianqian.com/ting/pic/item/314e251f95cad1c8fde895997c3e6709c93d5138.jpg@s_1,w_300,h_300",183万,每首歌都有一段难忘的回忆,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/314e251f95cad1c8fde895997c3e6709c93d5138.jpg@s_1,w_300,h_300",183万,每首歌都有一段难忘的回忆,by , 千千音乐
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b8e774a80fd24f4cc3fdb155b9a6b583.jpg@s_1,w_300,h_300",10万,只用前奏就能征服你,by , 来罐82年的可乐吧,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b8e774a80fd24f4cc3fdb155b9a6b583.jpg@s_1,w_300,h_300",10万,只用前奏就能征服你,by , 来罐82年的可乐吧
"http://hiphotos.qianqian.com/ting/pic/item/58ee3d6d55fbb2fb2208bf5f4c4a20a44623dc58.jpg@s_1,w_300,h_300",247万,"听着歌,想起你",by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/58ee3d6d55fbb2fb2208bf5f4c4a20a44623dc58.jpg@s_1,w_300,h_300",247万,"听着歌,想起你",by , 千千音乐
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b498b971ef7c5137d627effa963b1e32.jpg@s_1,w_300,h_300",7万,韩剧好看，插曲也好听,by , 傲娇娇,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b498b971ef7c5137d627effa963b1e32.jpg@s_1,w_300,h_300",7万,韩剧好看，插曲也好听,by , 傲娇娇
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/48d735b39f400ec276e2d4412ca200d8.jpg@s_1,w_300,h_300",13万,一首歌，把感谢说出口,by , 歌单实验室,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/48d735b39f400ec276e2d4412ca200d8.jpg@s_1,w_300,h_300",13万,一首歌，把感谢说出口,by , 歌单实验室
"http://hiphotos.qianqian.com/ting/pic/item/1c950a7b02087bf42fc69f33f3d3572c10dfcfc6.jpg@s_1,w_300,h_300",33万,怀念儿时记忆,by , 弱水悠悠,"http://hiphotos.qianqian.com/ting/pic/item/1c950a7b02087bf42fc69f33f3d3572c10dfcfc6.jpg@s_1,w_300,h_300",33万,怀念儿时记忆,by , 弱水悠悠
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b1f7b34d544c1ed6ee86930846444eb4.jpg@s_1,w_300,h_300",4万,开始的时候，便知你是永远,by , 黑金时代,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b1f7b34d544c1ed6ee86930846444eb4.jpg@s_1,w_300,h_300",4万,开始的时候，便知你是永远,by , 黑金时代
"http://hiphotos.qianqian.com/ting/pic/item/8b82b9014a90f603bb6b93f33a12b31bb151edaf.jpg@s_1,w_300,h_300",39万,无止境的等,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/8b82b9014a90f603bb6b93f33a12b31bb151edaf.jpg@s_1,w_300,h_300",39万,无止境的等,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/8601a18b87d6277f8340ffb829381f30e824fce4.jpg@s_1,w_300,h_300",32万,情歌总是伤心的,by , 繁花过眼开一季,"http://hiphotos.qianqian.com/ting/pic/item/8601a18b87d6277f8340ffb829381f30e824fce4.jpg@s_1,w_300,h_300",32万,情歌总是伤心的,by , 繁花过眼开一季
"http://hiphotos.qianqian.com/ting/pic/item/3812b31bb051f819c8d68dedd8b44aed2f73e7a2.jpg@s_1,w_300,h_300",64万,一首歌，一段故事，一种感动,by , 泡泡芭比糖,"http://hiphotos.qianqian.com/ting/pic/item/3812b31bb051f819c8d68dedd8b44aed2f73e7a2.jpg@s_1,w_300,h_300",64万,一首歌，一段故事，一种感动,by , 泡泡芭比糖
"http://hiphotos.qianqian.com/ting/pic/item/730e0cf3d7ca7bcb42440bafbf096b63f624a877.jpg@s_1,w_300,h_300",43万,想你了,by , 电影怪蜀黍,"http://hiphotos.qianqian.com/ting/pic/item/730e0cf3d7ca7bcb42440bafbf096b63f624a877.jpg@s_1,w_300,h_300",43万,想你了,by , 电影怪蜀黍
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/986a6176d559c1b1df341163d69a485b.jpg@s_1,w_300,h_300",4万,耳边的呢喃细语,by , icon迷妹,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/986a6176d559c1b1df341163d69a485b.jpg@s_1,w_300,h_300",4万,耳边的呢喃细语,by , icon迷妹
"http://hiphotos.qianqian.com/ting/pic/item/9f2f070828381f30127ca260ac014c086f06f096.jpg@s_1,w_300,h_300",45万,新歌榜冠军单曲（三）,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/9f2f070828381f30127ca260ac014c086f06f096.jpg@s_1,w_300,h_300",45万,新歌榜冠军单曲（三）,by , 千千音乐
"http://ugcpic.qianqian.com/ugcdiy/pic/bos_ugcclient_1473050229238df5af7e7326334b85e04eb3dda531.jpg@s_1,w_300,h_300",1万,迷幻英伦摇滚，至美之声,by , 玉曲宵风,"http://ugcpic.qianqian.com/ugcdiy/pic/bos_ugcclient_1473050229238df5af7e7326334b85e04eb3dda531.jpg@s_1,w_300,h_300",1万,迷幻英伦摇滚，至美之声,by , 玉曲宵风
"http://hiphotos.qianqian.com/ting/pic/item/1f178a82b9014a90657f1da8aa773912b31bee66.jpg@s_1,w_300,h_300",129万,九月第一天，我们开学啦,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/1f178a82b9014a90657f1da8aa773912b31bee66.jpg@s_1,w_300,h_300",129万,九月第一天，我们开学啦,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/024f78f0f736afc32857a9dbb719ebc4b7451230.jpg@s_1,w_300,h_300",128万,悲伤的旋律唱给谁听,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/024f78f0f736afc32857a9dbb719ebc4b7451230.jpg@s_1,w_300,h_300",128万,悲伤的旋律唱给谁听,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/95eef01f3a292df57e1e6195bd315c6035a87355.jpg@s_1,w_300,h_300",1万,冬季恋歌,by , 孔了个孔小明,"http://hiphotos.qianqian.com/ting/pic/item/95eef01f3a292df57e1e6195bd315c6035a87355.jpg@s_1,w_300,h_300",1万,冬季恋歌,by , 孔了个孔小明
"http://hiphotos.qianqian.com/ting/pic/item/267f9e2f070828383fb61194b999a9014d08f1f3.jpg@s_1,w_300,h_300",56万,时光静好，与君到老,by , 人字健人,"http://hiphotos.qianqian.com/ting/pic/item/267f9e2f070828383fb61194b999a9014d08f1f3.jpg@s_1,w_300,h_300",56万,时光静好，与君到老,by , 人字健人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/996800cc07debd13d7aa2926fbbd1626.jpg@s_1,w_300,h_300",3万,单身上瘾是一种什么体验,by , icon迷妹,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/996800cc07debd13d7aa2926fbbd1626.jpg@s_1,w_300,h_300",3万,单身上瘾是一种什么体验,by , icon迷妹
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a228c3e073650854d71d85389cbff656.jpg@s_1,w_300,h_300",4万,论如何优雅的撩妹,by , 麦芽糖糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a228c3e073650854d71d85389cbff656.jpg@s_1,w_300,h_300",4万,论如何优雅的撩妹,by , 麦芽糖糖
"http://hiphotos.qianqian.com/ting/pic/item/a686c9177f3e67090c50877f3ac79f3df9dc55da.jpg@s_1,w_300,h_300",3万,仙乐飘飘,by , 只吃胡萝卜,"http://hiphotos.qianqian.com/ting/pic/item/a686c9177f3e67090c50877f3ac79f3df9dc55da.jpg@s_1,w_300,h_300",3万,仙乐飘飘,by , 只吃胡萝卜
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/abef4f11d41fe0878a723592740bcac6.jpg@s_1,w_300,h_300",4万,电子音乐，运动必备,by , 人字健人,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/abef4f11d41fe0878a723592740bcac6.jpg@s_1,w_300,h_300",4万,电子音乐，运动必备,by , 人字健人
"http://hiphotos.qianqian.com/ting/pic/item/cefc1e178a82b90140150eb3728da9773812eff2.jpg@s_1,w_300,h_300",5万,杰伦部落里的动听音乐,by , 人字健人,"http://hiphotos.qianqian.com/ting/pic/item/cefc1e178a82b90140150eb3728da9773812eff2.jpg@s_1,w_300,h_300",5万,杰伦部落里的动听音乐,by , 人字健人
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a8c20874c13285d8b518898d10d6a719.jpg@s_1,w_300,h_300",2万,【雷鬼音乐】吹着咸湿的加勒比海风,by , 神奇的二哈,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a8c20874c13285d8b518898d10d6a719.jpg@s_1,w_300,h_300",2万,【雷鬼音乐】吹着咸湿的加勒比海风,by , 神奇的二哈
"http://hiphotos.qianqian.com/ting/pic/item/e4dde71190ef76c66b85774e9b16fdfaaf516704.jpg@s_1,w_300,h_300",60万,最温柔的华语歌,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/e4dde71190ef76c66b85774e9b16fdfaaf516704.jpg@s_1,w_300,h_300",60万,最温柔的华语歌,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/a8ec8a13632762d0c380663fa1ec08fa503dc6f0.jpg@s_1,w_300,h_300",2万,萌起来吧！,by , 麦芽糖糖,"http://hiphotos.qianqian.com/ting/pic/item/a8ec8a13632762d0c380663fa1ec08fa503dc6f0.jpg@s_1,w_300,h_300",2万,萌起来吧！,by , 麦芽糖糖
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5a2b5cb90aba5d27bf8626f6369cb45d.jpg@s_1,w_300,h_300",7万,2017年全英音乐奖歌手大赏,by , 乐坛大湿兄,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5a2b5cb90aba5d27bf8626f6369cb45d.jpg@s_1,w_300,h_300",7万,2017年全英音乐奖歌手大赏,by , 乐坛大湿兄
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/4713edae7cd049289a99a4e57d4d2b1c.jpg?authorization=bce-auth-v1/e6ebbb26f10846d4b2e689d58bee0357/2016-11-11T02:41:13Z/-1//d1b3a20031ba632d8127fe8ef9aac0383226e3c0f0e1d6d96c3ffa7f08214221@s_1,w_300,h_300",2万,哈利路亚——愿你在音乐之塔..,by , 动力学与热力学,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/4713edae7cd049289a99a4e57d4d2b1c.jpg?authorization=bce-auth-v1/e6ebbb26f10846d4b2e689d58bee0357/2016-11-11T02:41:13Z/-1//d1b3a20031ba632d8127fe8ef9aac0383226e3c0f0e1d6d96c3ffa7f08214221@s_1,w_300,h_300",2万,哈利路亚——愿你在音乐之塔..,by , 动力学与热力学
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5d5be8b850ba0c5cc563defa5eaded82.jpg@s_1,w_300,h_300",1万,说唱爱好者必备的毒性rap,by , 泡泡芭比糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5d5be8b850ba0c5cc563defa5eaded82.jpg@s_1,w_300,h_300",1万,说唱爱好者必备的毒性rap,by , 泡泡芭比糖
"http://hiphotos.qianqian.com/ting/pic/item/0d338744ebf81a4c05892e49d62a6059242da6f3.jpg@s_1,w_300,h_300",4万,忍不住的单曲循环,by , 黑金时代,"http://hiphotos.qianqian.com/ting/pic/item/0d338744ebf81a4c05892e49d62a6059242da6f3.jpg@s_1,w_300,h_300",4万,忍不住的单曲循环,by , 黑金时代
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5dd9d5e743aeeb87a2bd13c7fe892abb.jpg@s_1,w_300,h_300",3万,今日你我皆为江湖人,by , icon迷妹,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5dd9d5e743aeeb87a2bd13c7fe892abb.jpg@s_1,w_300,h_300",3万,今日你我皆为江湖人,by , icon迷妹
"http://business.cdn.qianqian.com/qianqian/pic/bos_client_691c4c81719462e598916d99e11bae71.jpg@s_1,w_300,h_300",14万,红歌唱不完,by , 洛萌喵喵,"http://business.cdn.qianqian.com/qianqian/pic/bos_client_691c4c81719462e598916d99e11bae71.jpg@s_1,w_300,h_300",14万,红歌唱不完,by , 洛萌喵喵
"http://hiphotos.qianqian.com/ting/pic/item/63d9f2d3572c11df866572a3622762d0f603c2fe.jpg@s_1,w_300,h_300",56万,轻歌漫絮，柔和之音,by , 繁花过眼开一季,"http://hiphotos.qianqian.com/ting/pic/item/63d9f2d3572c11df866572a3622762d0f603c2fe.jpg@s_1,w_300,h_300",56万,轻歌漫絮，柔和之音,by , 繁花过眼开一季
"http://hiphotos.qianqian.com/ting/pic/item/6a600c338744ebf8417fbf2edbf9d72a6059a791.jpg@s_1,w_300,h_300",8万,你不是只有工作,by , 陌咩咩,"http://hiphotos.qianqian.com/ting/pic/item/6a600c338744ebf8417fbf2edbf9d72a6059a791.jpg@s_1,w_300,h_300",8万,你不是只有工作,by , 陌咩咩
"http://hiphotos.qianqian.com/ting/pic/item/0824ab18972bd407dda31e7d7a899e510eb309ce.jpg@s_1,w_300,h_300",5292,轻轻摇晃,by , 陌咩咩,"http://hiphotos.qianqian.com/ting/pic/item/0824ab18972bd407dda31e7d7a899e510eb309ce.jpg@s_1,w_300,h_300",5292,轻轻摇晃,by , 陌咩咩
"http://hiphotos.qianqian.com/ting/pic/item/b3b7d0a20cf431adb11381b94a36acaf2fdd9869.jpg@s_1,w_300,h_300",5万,不是狐狸精,by , 我还是个宝宝,"http://hiphotos.qianqian.com/ting/pic/item/b3b7d0a20cf431adb11381b94a36acaf2fdd9869.jpg@s_1,w_300,h_300",5万,不是狐狸精,by , 我还是个宝宝
"http://hiphotos.qianqian.com/ting/pic/item/cf1b9d16fdfaaf516ba8433f8d5494eef11f7ae3.jpg@s_1,w_300,h_300",2万,异域民谣,by , 知性DJ-狗子,"http://hiphotos.qianqian.com/ting/pic/item/cf1b9d16fdfaaf516ba8433f8d5494eef11f7ae3.jpg@s_1,w_300,h_300",2万,异域民谣,by , 知性DJ-狗子
